1	1
2	2
3	3
4	4
5	5
6	6
7	1
8	3
9	7
10	8
11	9
12	10
13	11
14	12
15	4
16	13
17	14
18	15
19	16
20	17
21	18
22	19
23	12
24	11
25	20
26	21
27	22
28	23
29	9
30	2
31	22
32	24
33	25
34	2
35	26
36	17
37	9
38	15
39	27
40	28
41	12
42	20
43	10
44	9
45	29
46	30
47	31
48	32
49	28
50	18
51	26
52	8
53	10
54	7
55	17
56	27
57	28
58	33
59	27
60	13
61	6
62	33
63	5
64	24
65	34
66	33
67	29
68	5
69	28
70	5
71	9
72	6
73	13
74	35
75	36
76	37
77	34
78	38
79	39
80	27
81	6
82	8
83	34
84	12
85	9
86	39
87	37
88	1
89	40
90	14
91	26
92	20
93	40
94	1
95	22
96	22
97	6
98	7
99	1
100	32
101	4
102	41
103	37
104	8
105	7
106	38
107	42
108	26
109	25
110	43
111	7
112	37
113	11
114	42
115	7
116	7
117	44
118	26
119	1
120	24
121	37
122	38
123	26
124	33
125	24
126	38
127	2
128	20
129	45
130	46
131	22
132	22
133	9
134	36
135	25
136	31
137	12
138	22
139	45
140	11
141	22
142	20
143	25
144	3
145	22
146	46
147	6
148	1
149	22
150	7
151	38
152	10
153	38
154	20
155	43
156	2
157	28
158	1
159	9
160	44
161	13
162	28
163	5
164	28
165	47
166	32
167	18
168	24
169	1
170	37
171	28
172	42
173	38
174	38
175	26
176	11
177	32
178	21
179	45
180	25
181	18
182	46
183	2
184	33
185	16
186	12
187	45
188	18
189	23
190	46
191	21
192	39
193	8
194	34
195	32
196	44
197	3
198	22
199	37
200	27
201	38
202	8
203	12
204	29
205	30
206	1
207	45
208	46
209	44
210	13
211	45
212	17
213	28
214	39
215	40
216	32
217	10
218	38
219	31
220	8
221	38
222	10
223	34
224	17
225	47
226	37
227	13
228	33
229	31
230	41
231	48
232	21
233	23
234	48
235	31
236	17
237	48
238	20
239	49
240	14
241	1
242	18
243	20
244	22
245	15
246	14
247	21
248	23
249	46
250	34
251	17
252	20
253	5
254	5
255	47
256	27
257	44
258	46
259	48
260	10
261	11
262	13
263	34
264	5
265	8
266	42
267	18
268	1
269	44
270	34
271	44
272	1
273	5
274	33
275	31
276	44
277	31
278	13
279	13
280	33
281	23
282	13
283	33
284	20
285	5
286	50
287	22
288	36
289	48
290	12
291	33
292	5
293	34
294	6
295	23
296	22
297	36
298	48
299	40
300	33
301	29
302	46
303	27
304	44
305	44
306	26
307	23
308	44
309	33
310	44
311	5
312	34
313	31
314	22
315	44
316	9
317	6
318	47
319	16
320	23
321	29
322	27
323	34
324	5
325	2
326	26
327	33
328	20
329	27
330	11
331	19
332	9
333	37
334	17
335	25
336	48
337	30
338	36
339	5
340	23
341	16
342	1
343	25
344	2
345	2
346	28
347	9
348	31
349	31
350	46
351	8
352	46
353	26
354	26
355	26
356	36
357	31
358	8
359	11
360	9
361	6
362	4
363	34
364	22
365	40
366	36
367	31
368	9
369	5
370	5
371	44
372	46
373	11
374	17
375	23
376	26
377	17
378	34
379	36
380	5
381	4
382	13
383	5
384	27
385	5
386	36
387	44
388	11
389	16
390	17
391	8
392	38
393	20
394	36
395	14
396	9
397	48
398	26
399	25
400	12
401	38
402	33
403	44
404	27
405	48
406	31
407	31
408	5
409	23
410	36
411	24
412	17
413	44
414	25
415	47
416	17
417	46
418	1
419	9
420	2
421	8
422	17
423	34
424	38
425	26
426	2
427	4
428	8
429	23
430	18
431	34
432	22
433	4
434	4
435	5
436	18
437	8
438	2
439	17
440	24
441	30
442	17
443	4
444	9
445	22
446	16
447	4
448	42
449	31
450	39
451	24
452	22
453	6
454	22
455	38
456	22
457	17
458	24
459	44
460	14
461	21
462	26
463	48
464	17
465	23
466	48
467	13
468	21
469	24
470	5
471	38
472	24
473	16
474	24
475	48
476	16
477	9
478	48
479	14
480	18
481	21
482	24
483	23
484	5
485	31
486	16
487	31
488	44
489	8
490	9
491	32
492	24
493	44
494	2
495	26
496	31
497	32
498	43
499	46
500	36
501	15
502	4
503	2
504	10
505	31
506	13
507	16
508	31
509	4
510	48
511	40
512	44
513	13
514	39
515	18
516	5
517	36
518	39
519	44
520	18
521	18
522	26
523	27
524	5
525	50
526	40
527	27
528	11
529	32
530	38
531	11
532	16
533	36
534	38
535	14
536	4
537	8
538	31
539	18
540	33
541	49
542	11
543	44
544	13
545	49
546	36
547	11
548	47
549	2
550	7
551	44
552	18
553	11
554	2
555	38
556	2
557	22
558	38
559	39
560	24
561	14
562	11
563	47
564	7
565	14
566	22
